,[W],[Ta],[Tr],[R],total_count,sequence_type,R_avg_cluster_size,Ta_avg_cluster_size,Tr_avg_cluster_size,W_avg_cluster_size,num_cluster_types,max_cluster_size,R_no_of_cluster,Ta_no_of_cluster,Tr_no_of_cluster,W_no_of_cluster,R_max_cluster_size,Ta_max_cluster_size,Tr_max_cluster_size,W_max_cluster_size,smiles
105,6.0,12.0,4.0,4.0,26,random,0.0,2.6666666666666665,0.0,2.0,4,4,0,3,0,2,0,4,0,2,[R][Ta][W][W][Ta][R][Ta][Ta][W][Ta][Ta][R][Ta][Ta][Ta][Ta][W][Tr][W][W][Tr][Ta][Tr][Ta][Tr][R]
106,6.0,12.0,4.0,4.0,26,random,0.0,2.25,2.0,2.0,4,3,0,4,1,2,0,3,2,2,[Ta][R][W][Ta][Ta][W][W][Tr][Ta][Ta][Tr][R][Ta][W][Ta][W][W][R][Ta][Ta][Ta][R][Ta][Ta][Tr][Tr]
107,6.0,12.0,4.0,4.0,26,random,0.0,3.5,0.0,2.0,4,4,0,2,0,1,0,4,0,2,[R][Ta][W][Ta][R][W][Ta][W][W][Tr][W][Ta][Tr][W][R][Ta][R][Ta][Ta][Ta][Ta][Tr][Ta][Ta][Ta][Tr]
108,6.0,12.0,4.0,4.0,26,random,0.0,2.5,0.0,2.0,4,3,0,4,0,1,0,3,0,2,[Ta][R][Tr][Ta][Ta][W][W][Tr][W][R][Ta][Ta][Ta][Tr][R][W][Ta][Tr][Ta][Ta][W][Ta][Ta][Ta][R][W]
109,6.0,12.0,4.0,4.0,26,random,2.0,2.6666666666666665,0.0,2.0,4,4,1,3,0,1,2,4,0,2,[Tr][W][Ta][W][Ta][Ta][W][W][Ta][Tr][Ta][R][Ta][Ta][Ta][Ta][W][Tr][R][R][Tr][Ta][W][Ta][Ta][R]
110,8.0,12.0,4.0,4.0,28,random,0.0,2.0,0.0,2.0,4,2,0,2,0,1,0,2,0,2,[Ta][W][Tr][Ta][Tr][Ta][Ta][W][Ta][Tr][W][Tr][Ta][R][W][W][Ta][W][Ta][Ta][W][R][Ta][R][Ta][R][Ta][W]
111,8.0,12.0,4.0,4.0,28,random,0.0,2.0,0.0,2.0,4,2,0,4,0,1,0,2,0,2,[Tr][Ta][Ta][R][W][Ta][W][W][Ta][Ta][W][Ta][W][Ta][Ta][R][Tr][W][R][W][Ta][Ta][R][Ta][Tr][W][Ta][Tr]
112,8.0,12.0,4.0,4.0,28,random,3.0,3.5,2.0,2.0,4,4,1,2,1,1,3,4,2,2,[W][Ta][W][Ta][W][Ta][Ta][Ta][Ta][Tr][W][R][R][R][W][Ta][R][Ta][W][W][Ta][Tr][Tr][W][Ta][Ta][Ta][Tr]
113,8.0,12.0,4.0,4.0,28,random,0.0,2.0,2.0,2.0,4,2,0,4,1,1,0,2,2,2,[R][Ta][W][Ta][R][Ta][Ta][W][Tr][W][W][Tr][Tr][Ta][Tr][W][Ta][R][W][Ta][Ta][W][Ta][Ta][W][R][Ta][Ta]
114,8.0,12.0,4.0,4.0,28,random,0.0,3.3333333333333335,0.0,3.0,4,4,0,3,0,1,0,4,0,3,[Tr][W][Tr][R][W][R][Ta][W][Tr][W][Ta][Ta][Ta][Ta][Tr][R][Ta][Ta][W][Ta][R][Ta][Ta][Ta][Ta][W][W][W]
115,10.0,12.0,4.0,4.0,30,random,2.0,2.25,2.0,2.0,4,3,1,4,1,2,2,3,2,2,[W][W][Ta][R][Ta][Ta][W][R][R][Ta][R][Ta][Ta][W][Tr][Tr][W][W][Ta][Ta][Ta][W][Ta][Ta][Tr][W][Ta][W][Tr][W]
116,10.0,12.0,4.0,4.0,30,random,2.0,4.0,2.0,3.0,4,4,2,1,1,2,2,4,2,4,[Ta][W][Ta][Ta][Ta][Ta][W][Tr][Tr][Ta][W][Ta][W][Ta][R][R][Ta][R][R][W][W][W][W][Ta][Tr][Ta][W][W][Ta][Tr]
117,10.0,12.0,4.0,4.0,30,random,2.0,3.0,2.0,2.5,4,4,1,2,1,2,2,4,2,3,[Ta][Ta][Ta][Ta][W][R][Ta][Tr][Tr][W][W][W][Ta][W][W][Ta][Ta][R][R][Ta][W][Ta][R][W][Ta][Tr][W][Ta][Tr][W]
118,10.0,12.0,4.0,4.0,30,random,0.0,2.25,0.0,2.5,4,3,0,4,0,2,0,3,0,3,[W][Tr][Ta][Ta][Tr][W][Ta][Ta][R][W][Ta][W][W][W][Ta][Ta][R][Ta][W][Tr][Ta][Ta][Ta][W][R][W][W][Ta][Tr][R]
119,10.0,12.0,4.0,4.0,30,random,0.0,2.3333333333333335,0.0,2.5,4,3,0,3,0,2,0,3,0,3,[Ta][Tr][R][Ta][W][Ta][Ta][Ta][Tr][Ta][Ta][W][R][Tr][W][W][W][Ta][R][W][Ta][R][W][Ta][W][W][Ta][Ta][Tr][W]
120,12.0,12.0,4.0,4.0,32,random,0.0,2.0,2.0,2.0,4,2,0,2,1,3,0,2,2,2,[Ta][W][Ta][W][Ta][R][Ta][Ta][W][W][Tr][Tr][R][W][W][Ta][W][R][Ta][Tr][R][Ta][Ta][Tr][W][W][Ta][W][Ta][W][Ta][W]
121,12.0,12.0,4.0,4.0,32,random,0.0,2.0,2.0,2.5,4,3,0,3,1,2,0,2,2,3,[Ta][Ta][Tr][Tr][Ta][W][Ta][W][Ta][Ta][R][Ta][W][W][W][Ta][Ta][W][R][W][R][Ta][Tr][W][Ta][W][R][W][W][Tr][Ta][W]
122,12.0,12.0,4.0,4.0,32,random,0.0,2.3333333333333335,0.0,2.3333333333333335,4,3,0,3,0,3,0,3,0,3,[W][Ta][Ta][Ta][Tr][W][W][W][Ta][Tr][W][W][Ta][Ta][W][W][R][W][Ta][Tr][R][W][Ta][Ta][R][Ta][Tr][W][Ta][W][R][Ta]
123,12.0,12.0,4.0,4.0,32,random,2.0,3.0,2.0,2.0,4,3,1,1,1,2,2,3,2,2,[Ta][W][Ta][W][W][R][R][Ta][W][Ta][W][Tr][Tr][W][Ta][Tr][Ta][Ta][Ta][R][W][Ta][W][Ta][W][W][R][Tr][Ta][W][Ta][W]
124,12.0,12.0,4.0,4.0,32,random,2.0,2.0,0.0,2.25,4,3,1,3,0,4,2,2,0,3,[Tr][W][W][Ta][Tr][Ta][Tr][R][Ta][Ta][W][R][Ta][R][R][W][Ta][W][W][W][Ta][Ta][W][W][Ta][W][W][Ta][Ta][Tr][W][Ta]
125,4.0,4.0,6.0,4.0,18,random,0.0,0.0,2.0,0.0,4,2,0,0,1,0,0,0,2,0,[Ta][R][Tr][Ta][W][Tr][Tr][W][Tr][W][Ta][R][W][R][Tr][R][Ta][Tr]
126,4.0,4.0,6.0,4.0,18,random,0.0,0.0,2.0,0.0,4,2,0,0,1,0,0,0,2,0,[Ta][R][W][Tr][R][Tr][Tr][Ta][Tr][W][Tr][W][Ta][R][Tr][Ta][R][W]
127,4.0,4.0,6.0,4.0,18,random,2.0,2.0,4.0,0.0,4,4,1,1,1,0,2,2,4,0,[R][W][Tr][Tr][Tr][Tr][Ta][Ta][R][R][Ta][W][Tr][R][W][Tr][W][Ta]
128,4.0,4.0,6.0,4.0,18,random,3.0,2.0,2.0,0.0,4,3,1,1,2,0,3,2,2,0,[Tr][R][R][R][W][Ta][Ta][Tr][Tr][W][Tr][R][Ta][Tr][Tr][W][Ta][W]
129,4.0,4.0,6.0,4.0,18,random,2.0,0.0,2.0,0.0,4,2,1,0,2,0,2,0,2,0,[W][Tr][Tr][R][Ta][R][W][Tr][Ta][W][Ta][Tr][Tr][W][Tr][R][R][Ta]
130,6.0,4.0,6.0,4.0,20,random,2.0,2.0,0.0,2.0,4,2,2,1,0,1,2,2,0,2,[W][Tr][Ta][W][W][Ta][W][Tr][R][R][Tr][R][R][Tr][W][Tr][W][Ta][Ta][Tr]
131,6.0,4.0,6.0,4.0,20,random,2.0,2.0,2.0,2.0,4,2,1,1,3,2,2,2,2,2,[Tr][Tr][W][Ta][R][Ta][W][W][Tr][Tr][W][W][Tr][Tr][Ta][Ta][R][W][R][R]
132,6.0,4.0,6.0,4.0,20,random,0.0,2.0,0.0,2.0,4,2,0,1,0,2,0,2,0,2,[Tr][R][W][W][Tr][R][Tr][R][Tr][Ta][Ta][Tr][W][W][Ta][W][R][W][Ta][Tr]
133,6.0,4.0,6.0,4.0,20,random,4.0,0.0,2.0,3.0,4,4,1,0,1,1,4,0,2,3,[Ta][W][Tr][Tr][W][Tr][Ta][Tr][Ta][Tr][R][R][R][R][W][W][W][Ta][Tr][W]
134,6.0,4.0,6.0,4.0,20,random,2.0,0.0,2.0,2.0,4,2,1,0,1,1,2,0,2,2,[Tr][Tr][W][W][Ta][Tr][Ta][R][Tr][W][Tr][W][R][Ta][R][R][Ta][W][Tr][W]
135,8.0,4.0,6.0,4.0,22,random,0.0,0.0,0.0,2.0,4,2,0,0,0,1,0,0,0,2,[Ta][R][Tr][W][Tr][W][R][W][Tr][Ta][W][Tr][W][W][Ta][Tr][R][Ta][W][R][W][Tr]
136,8.0,4.0,6.0,4.0,22,random,0.0,2.0,2.5,2.0,4,3,0,1,2,2,0,2,3,2,[W][Tr][Tr][Tr][W][W][R][W][Ta][Ta][R][W][W][Tr][Tr][Ta][W][R][Tr][Ta][W][R]
137,8.0,4.0,6.0,4.0,22,random,0.0,0.0,2.0,2.0,4,2,0,0,1,1,0,0,2,2,[W][Ta][W][R][W][Tr][Tr][Ta][R][W][Tr][W][W][Ta][Tr][Ta][R][W][Tr][R][W][Tr]
138,8.0,4.0,6.0,4.0,22,random,0.0,3.0,2.0,2.0,4,3,0,1,2,1,0,3,2,2,[W][Ta][Tr][Tr][W][W][R][W][R][Ta][Ta][Ta][W][R][W][Tr][R][Tr][Tr][W][Tr][W]
139,8.0,4.0,6.0,4.0,22,random,0.0,0.0,0.0,3.0,4,3,0,0,0,1,0,0,0,3,[W][Tr][R][Tr][R][Tr][Ta][R][W][Ta][Tr][W][W][W][Ta][W][R][Tr][W][Ta][Tr][W]
140,10.0,4.0,6.0,4.0,24,random,2.0,0.0,2.0,3.0,4,3,1,0,2,2,2,0,2,3,[Tr][Tr][R][R][Ta][R][W][Tr][W][Ta][W][Ta][Tr][W][R][W][W][W][Ta][W][W][W][Tr][Tr]
141,10.0,4.0,6.0,4.0,24,random,2.0,2.0,2.0,3.0,4,4,1,1,1,2,2,2,2,4,[Ta][R][Tr][W][W][R][R][Tr][W][Ta][W][R][W][W][W][W][Tr][Tr][Ta][Ta][Tr][W][Tr][W]
142,10.0,4.0,6.0,4.0,24,random,2.0,0.0,3.0,6.0,4,6,1,0,1,1,2,0,3,6,[W][W][W][W][W][W][Tr][Ta][R][Tr][Tr][Tr][Ta][Tr][W][Ta][W][Ta][Tr][R][R][W][R][W]
143,10.0,4.0,6.0,4.0,24,random,0.0,2.0,2.0,2.6666666666666665,4,4,0,1,2,3,0,2,2,4,[R][Tr][Ta][Ta][R][Tr][Tr][W][Tr][Ta][W][R][W][W][W][W][Tr][Tr][W][W][R][Ta][W][W]
144,10.0,4.0,6.0,4.0,24,random,2.0,2.0,3.0,4.0,4,4,1,1,1,1,2,2,3,4,[W][Tr][Tr][Tr][W][W][W][W][R][Tr][W][R][R][Tr][Ta][Tr][W][Ta][W][Ta][Ta][W][R][W]
145,12.0,4.0,6.0,4.0,26,random,2.0,0.0,3.0,2.5,4,3,1,0,1,4,2,0,3,3,[R][R][W][W][W][Tr][Ta][W][W][R][Ta][R][W][Tr][W][W][Tr][Tr][Tr][Ta][W][Ta][Tr][W][W][W]
146,12.0,4.0,6.0,4.0,26,random,2.0,2.0,2.0,2.5,4,3,1,1,1,2,2,2,2,3,[W][W][W][Tr][W][Ta][R][R][W][Ta][Ta][Tr][Tr][W][Tr][W][Ta][W][R][W][R][W][Tr][W][W][Tr]
147,12.0,4.0,6.0,4.0,26,random,3.0,0.0,0.0,2.25,4,3,1,0,0,4,3,0,0,3,[W][R][W][W][W][Ta][Tr][W][Ta][Tr][W][Tr][W][W][Ta][Tr][Ta][Tr][W][W][R][R][R][W][W][Tr]
148,12.0,4.0,6.0,4.0,26,random,2.0,0.0,2.0,2.25,4,3,1,0,2,4,2,0,2,3,[W][W][Tr][Tr][W][Tr][W][W][W][R][W][Ta][R][Ta][W][W][R][R][Tr][Tr][Ta][W][Tr][W][W][Ta]
149,12.0,4.0,6.0,4.0,26,random,0.0,0.0,2.0,2.25,4,3,0,0,1,4,0,0,2,3,[W][W][W][Ta][W][Tr][R][Ta][W][W][Tr][Tr][Ta][Tr][R][Tr][Ta][W][Tr][W][R][W][W][R][W][W]
150,4.0,6.0,6.0,4.0,20,random,2.0,3.0,3.0,2.0,4,3,1,1,1,1,2,3,3,2,[Ta][Tr][R][Tr][R][R][Tr][Ta][Ta][Ta][Tr][Tr][Tr][W][W][Ta][W][Ta][R][W]
151,4.0,6.0,6.0,4.0,20,random,0.0,0.0,2.0,2.0,4,2,0,0,1,1,0,0,2,2,[R][W][W][Tr][Ta][W][R][Ta][Tr][Tr][Ta][Tr][Ta][Tr][W][Ta][R][Tr][Ta][R]
152,4.0,6.0,6.0,4.0,20,random,2.0,2.0,2.0,3.0,4,3,1,1,2,1,2,2,2,3,[Tr][Tr][R][R][Ta][R][Tr][Ta][Ta][Tr][Tr][Ta][Tr][Ta][W][R][W][W][W][Ta]
153,4.0,6.0,6.0,4.0,20,random,2.0,2.0,2.0,2.0,4,2,1,2,1,1,2,2,2,2,[R][W][Ta][Ta][Tr][Ta][R][R][Tr][W][W][Tr][Tr][W][Ta][Tr][Ta][Ta][Tr][R]
154,4.0,6.0,6.0,4.0,20,random,0.0,2.0,4.0,0.0,4,4,0,1,1,0,0,2,4,0,[R][W][Ta][R][Tr][R][Ta][Tr][Tr][Tr][Tr][Ta][W][R][Ta][W][Ta][Ta][W][Tr]
155,6.0,6.0,6.0,4.0,22,random,2.0,2.0,2.0,2.0,4,2,1,1,1,1,2,2,2,2,[R][Ta][W][R][Ta][W][Ta][Ta][Tr][Ta][R][R][Tr][W][Tr][W][W][Tr][Ta][Tr][Tr][W]
156,6.0,6.0,6.0,4.0,22,random,0.0,0.0,2.0,2.0,4,2,0,0,2,1,0,0,2,2,[R][W][Tr][Tr][Ta][Tr][Ta][W][Ta][R][Tr][W][W][Ta][W][Ta][W][Tr][Tr][R][Ta][R]
157,6.0,6.0,6.0,4.0,22,random,2.0,0.0,0.0,2.0,4,2,1,0,0,1,2,0,0,2,[Tr][Ta][W][W][R][R][W][Ta][Tr][W][Ta][R][Ta][W][Tr][Ta][Tr][W][Tr][R][Tr][Ta]
158,6.0,6.0,6.0,4.0,22,random,0.0,3.0,0.0,2.5,4,3,0,1,0,2,0,3,0,3,[W][W][Tr][R][Ta][W][R][Ta][W][W][W][Tr][R][Tr][R][Tr][Ta][Tr][Ta][Ta][Ta][Tr]
159,6.0,6.0,6.0,4.0,22,random,2.0,2.5,2.5,2.5,4,3,1,2,2,2,2,3,3,3,[Tr][Tr][Ta][Ta][R][Tr][Tr][Tr][Ta][R][R][W][W][W][R][W][Ta][Ta][Ta][W][W][Tr]
160,8.0,6.0,6.0,4.0,24,random,2.0,2.0,2.0,4.0,4,4,1,1,1,1,2,2,2,4,[Tr][W][R][Ta][W][Ta][Ta][R][R][W][Tr][Ta][R][Ta][W][W][W][W][Tr][W][Tr][Ta][Tr][Tr]
161,8.0,6.0,6.0,4.0,24,random,2.0,2.0,0.0,4.0,4,4,1,1,0,1,2,2,0,4,[W][Tr][Ta][Tr][Ta][Ta][W][Ta][W][W][W][W][Ta][Tr][R][Tr][W][Tr][R][Ta][W][R][R][Tr]
162,8.0,6.0,6.0,4.0,24,random,2.0,2.0,2.0,2.0,4,2,1,1,1,2,2,2,2,2,[Ta][W][Tr][Ta][Tr][W][Ta][Tr][W][Ta][Ta][Tr][Tr][W][W][R][W][Tr][R][Ta][R][R][W][W]
163,8.0,6.0,6.0,4.0,24,random,0.0,2.0,3.0,2.0,4,4,0,1,2,4,0,2,4,2,[Ta][R][Ta][Ta][Tr][Tr][W][W][R][W][W][R][W][W][Ta][Tr][Tr][Tr][Tr][Ta][W][W][R][Ta]
164,8.0,6.0,6.0,4.0,24,random,0.0,2.0,2.0,2.0,4,2,0,1,2,1,0,2,2,2,[R][Ta][W][W][Ta][Tr][Ta][R][W][Tr][W][Ta][Ta][Tr][Tr][W][Ta][W][R][W][R][Tr][Tr][W]
165,10.0,6.0,6.0,4.0,26,random,2.0,2.0,0.0,2.0,4,2,1,1,0,2,2,2,0,2,[Ta][R][W][Ta][Ta][R][R][Ta][W][Tr][W][W][Tr][W][R][W][W][Tr][W][Ta][Tr][Ta][W][Tr][W][Tr]
166,10.0,6.0,6.0,4.0,26,random,2.0,0.0,0.0,2.0,4,2,1,0,0,1,2,0,0,2,[Ta][W][Ta][W][Tr][W][Tr][W][Ta][W][R][Tr][Ta][W][Tr][W][W][R][Ta][W][R][R][Tr][W][Ta][Tr]
167,10.0,6.0,6.0,4.0,26,random,2.0,2.5,2.0,4.0,4,4,1,2,2,2,2,3,2,4,[W][W][W][W][Tr][Tr][W][Ta][W][W][W][W][Tr][R][Ta][Ta][Ta][Tr][Tr][R][R][Ta][Ta][W][R][Tr]
168,10.0,6.0,6.0,4.0,26,random,2.0,0.0,2.0,2.3333333333333335,4,3,1,0,1,3,2,0,2,3,[Ta][Tr][R][R][W][W][W][Ta][R][Ta][R][W][W][Tr][W][W][Ta][Tr][W][Ta][W][Tr][Tr][Ta][Tr][W]
169,10.0,6.0,6.0,4.0,26,random,2.0,2.0,2.0,3.0,4,4,1,1,1,2,2,2,2,4,[Tr][W][Ta][Tr][W][Ta][W][Tr][W][W][Ta][Ta][Tr][Tr][R][W][W][W][W][R][R][Ta][W][Tr][R][Ta]
170,12.0,6.0,6.0,4.0,28,random,0.0,0.0,2.0,2.3333333333333335,4,3,0,0,1,3,0,0,2,3,[Tr][Tr][W][R][Ta][W][R][Tr][R][W][W][W][R][Ta][W][W][Ta][W][W][Tr][Ta][W][Tr][W][Tr][Ta][W][Ta]
171,12.0,6.0,6.0,4.0,28,random,2.0,3.0,0.0,3.5,4,5,1,1,0,2,2,3,0,5,[Tr][W][W][Tr][W][Tr][W][Ta][Tr][Ta][Ta][Ta][W][R][Ta][W][W][W][W][W][R][R][W][R][Ta][Tr][W][Tr]
172,12.0,6.0,6.0,4.0,28,random,0.0,3.0,0.0,2.5,4,3,0,1,0,2,0,3,0,3,[Tr][W][Tr][W][W][Tr][R][W][Ta][W][Ta][Ta][Ta][R][W][R][W][R][W][Tr][W][Ta][Tr][Ta][W][W][W][Tr]
173,12.0,6.0,6.0,4.0,28,random,0.0,2.0,2.0,3.3333333333333335,4,4,0,1,1,3,0,2,2,4,[Ta][W][Tr][Ta][Tr][W][Ta][Tr][Tr][R][W][W][W][W][Ta][R][W][W][W][Tr][Ta][Ta][R][W][W][W][R][Tr]
174,12.0,6.0,6.0,4.0,28,random,0.0,2.0,2.0,2.0,4,2,0,1,1,3,0,2,2,2,[R][Tr][W][W][R][W][Tr][Ta][Ta][W][Tr][W][R][W][W][Ta][W][Ta][W][R][W][W][Tr][Tr][Ta][Tr][W][Ta]
175,4.0,8.0,6.0,4.0,22,random,0.0,2.0,2.0,2.0,4,2,0,2,1,1,0,2,2,2,[Tr][R][Ta][Ta][R][W][W][Ta][Ta][W][R][Tr][R][Ta][Tr][Tr][Ta][Tr][Ta][Tr][Ta][W]
176,4.0,8.0,6.0,4.0,22,random,0.0,2.0,3.0,0.0,4,3,0,2,1,0,0,2,3,0,[Ta][R][Ta][W][Ta][R][Ta][Tr][Tr][Tr][R][Tr][Ta][Ta][W][Ta][Ta][W][Tr][W][R][Tr]
177,4.0,8.0,6.0,4.0,22,random,0.0,2.5,2.0,2.0,4,3,0,2,1,1,0,3,2,2,[R][Tr][Ta][Ta][Tr][Ta][R][Ta][R][W][Tr][Tr][W][W][Tr][Ta][W][R][Tr][Ta][Ta][Ta]
178,4.0,8.0,6.0,4.0,22,random,0.0,3.0,2.0,2.0,4,3,0,1,1,1,0,3,2,2,[Tr][W][Tr][Tr][R][Ta][R][Ta][W][R][Ta][Ta][Ta][Tr][Ta][Tr][R][Tr][Ta][W][W][Ta]
179,4.0,8.0,6.0,4.0,22,random,2.0,2.3333333333333335,4.0,0.0,4,4,1,3,1,0,2,3,4,0,[Tr][Tr][Tr][Tr][Ta][Tr][Ta][Ta][W][R][R][Ta][Ta][Ta][W][R][W][Tr][Ta][Ta][W][R]
180,6.0,8.0,6.0,4.0,24,random,2.0,2.0,0.0,2.0,4,2,1,1,0,1,2,2,0,2,[Ta][R][R][Tr][Ta][Tr][W][Ta][Tr][Ta][Ta][Tr][W][Tr][W][Ta][Tr][R][W][Ta][R][W][W][Ta]
181,6.0,8.0,6.0,4.0,24,random,0.0,2.3333333333333335,4.0,0.0,4,4,0,3,1,0,0,3,4,0,[W][Tr][Tr][Tr][Tr][Ta][Ta][W][R][W][Ta][Ta][Ta][Tr][W][Tr][R][Ta][W][R][Ta][Ta][R][W]
182,6.0,8.0,6.0,4.0,24,random,2.0,2.5,2.0,2.0,4,3,1,2,1,1,2,3,2,2,[W][Ta][Ta][Ta][Tr][Ta][W][Tr][R][R][Ta][W][W][Ta][Tr][R][W][Tr][R][Tr][Tr][W][Ta][Ta]
183,6.0,8.0,6.0,4.0,24,random,2.0,0.0,0.0,2.0,4,2,1,0,0,1,2,0,0,2,[Ta][R][R][Ta][Tr][Ta][W][Ta][W][Tr][W][Tr][Ta][Tr][R][Ta][Tr][W][W][Ta][R][Ta][W][Tr]
184,6.0,8.0,6.0,4.0,24,random,0.0,3.0,3.0,2.0,4,3,0,2,1,1,0,3,3,2,[R][W][Tr][Ta][R][W][Ta][Tr][Tr][Tr][W][Ta][Ta][Ta][W][Tr][R][Tr][W][W][R][Ta][Ta][Ta]
185,8.0,8.0,6.0,4.0,26,random,2.0,2.0,0.0,2.5,4,3,1,1,0,2,2,2,0,3,[Ta][R][Ta][Tr][W][Tr][R][Ta][Tr][W][Ta][R][R][W][W][W][Tr][W][Ta][W][W][Ta][Tr][Ta][Ta][Tr]
186,8.0,8.0,6.0,4.0,26,random,2.0,2.0,2.0,2.0,4,2,1,1,1,1,2,2,2,2,[W][W][Ta][W][Ta][Tr][R][R][Ta][Ta][W][R][W][Tr][Ta][Tr][W][R][W][Ta][W][Ta][Tr][Tr][Ta][Tr]
187,8.0,8.0,6.0,4.0,26,random,0.0,2.0,0.0,2.0,4,2,0,2,0,1,0,2,0,2,[W][Ta][Ta][W][Tr][Ta][Ta][Tr][W][W][Tr][W][Tr][Ta][W][R][W][R][Tr][R][Ta][Tr][Ta][R][W][Ta]
188,8.0,8.0,6.0,4.0,26,random,2.0,2.5,2.0,3.0,4,3,1,2,1,1,2,3,2,3,[W][Tr][R][R][Ta][Ta][Ta][W][Ta][Tr][W][Ta][Ta][W][Tr][W][W][W][Tr][Tr][R][Ta][R][W][Tr][Ta]
189,8.0,8.0,6.0,4.0,26,random,2.0,2.5,3.0,2.3333333333333335,4,3,1,2,2,3,2,3,3,3,[W][W][R][Tr][Tr][Tr][Ta][Tr][Tr][Tr][Ta][R][W][W][W][Ta][W][Ta][Ta][Ta][W][W][Ta][Ta][R][R]
190,10.0,8.0,6.0,4.0,28,random,0.0,2.0,2.0,3.0,4,3,0,1,1,1,0,2,2,3,[W][R][W][Tr][W][Tr][Ta][W][Ta][R][Tr][Tr][Ta][W][R][W][Ta][W][W][W][R][Tr][Ta][Ta][W][Ta][Tr][Ta]
191,10.0,8.0,6.0,4.0,28,random,0.0,2.0,2.0,2.5,4,3,0,3,1,2,0,2,2,3,[Tr][Tr][R][Ta][W][W][W][Ta][Ta][W][R][W][R][Tr][W][Ta][Ta][Tr][Ta][W][R][W][Tr][Ta][Ta][W][W][Tr]
192,10.0,8.0,6.0,4.0,28,random,0.0,2.0,0.0,2.0,4,2,0,2,0,3,0,2,0,2,[R][Ta][R][Ta][W][W][Tr][Ta][W][Tr][W][Tr][R][W][W][Tr][W][W][Ta][W][Tr][Ta][Ta][Tr][R][W][Ta][Ta]
193,10.0,8.0,6.0,4.0,28,random,0.0,0.0,3.0,4.0,4,4,0,0,1,1,0,0,3,4,[Ta][W][W][W][W][Ta][W][R][Ta][R][Tr][R][Tr][W][Ta][W][Ta][Tr][Ta][R][Ta][W][Tr][Tr][Tr][W][Ta][W]
194,10.0,8.0,6.0,4.0,28,random,0.0,2.0,2.0,2.0,4,2,0,2,2,1,0,2,2,2,[Tr][W][Tr][Tr][W][W][Ta][Ta][W][R][W][R][W][Tr][Ta][Ta][W][R][Ta][W][Ta][W][R][W][Ta][Tr][Tr][Ta]
195,12.0,8.0,6.0,4.0,30,random,2.0,2.5,2.5,3.0,4,4,1,2,2,3,2,3,3,4,[W][Tr][Tr][Tr][Ta][W][W][W][W][R][R][W][Ta][W][Ta][R][W][W][W][Tr][Ta][Ta][Ta][Tr][Tr][Ta][Ta][R][W][W]
196,12.0,8.0,6.0,4.0,30,random,2.0,2.0,2.0,2.3333333333333335,4,3,1,2,1,3,2,2,2,3,[Tr][W][Ta][Ta][W][Ta][Tr][W][W][Tr][R][W][W][Ta][W][Tr][Ta][Ta][W][R][Ta][W][R][R][W][W][W][Ta][Tr][Tr]
197,12.0,8.0,6.0,4.0,30,random,2.0,2.0,0.0,2.75,4,4,1,3,0,4,2,2,0,4,[Ta][Tr][Ta][Ta][Tr][W][Tr][W][W][W][Ta][Ta][W][W][W][W][Tr][R][R][Ta][Ta][W][W][R][Tr][R][Tr][W][W][Ta]
198,12.0,8.0,6.0,4.0,30,random,0.0,2.0,0.0,2.0,4,2,0,1,0,4,0,2,0,2,[W][Ta][Tr][Ta][Ta][W][Ta][Tr][R][Tr][Ta][W][W][Ta][R][Ta][Tr][W][Tr][W][W][Ta][R][W][W][Tr][W][W][R][W]
199,12.0,8.0,6.0,4.0,30,random,0.0,2.0,2.0,2.25,4,3,0,3,1,4,0,2,2,3,[Ta][Ta][Tr][R][W][Ta][Ta][W][R][W][R][Tr][W][W][W][Ta][Ta][Tr][W][W][Tr][Tr][W][W][R][W][W][Ta][Tr][Ta]
200,4.0,10.0,6.0,4.0,24,random,2.0,2.0,0.0,0.0,4,2,1,4,0,0,2,2,0,0,[Ta][Tr][W][Ta][Ta][R][R][Tr][W][Tr][Ta][Tr][W][Ta][Ta][R][Tr][Ta][Ta][W][Ta][Ta][R][Tr]
201,4.0,10.0,6.0,4.0,24,random,0.0,2.5,2.0,0.0,4,3,0,2,1,0,0,3,2,0,[R][Tr][W][Ta][Tr][Tr][Ta][R][Ta][Tr][Ta][Ta][Ta][Tr][Ta][W][R][Tr][Ta][W][Ta][Ta][W][R]
202,4.0,10.0,6.0,4.0,24,random,0.0,2.0,2.5,0.0,4,3,0,3,2,0,0,2,3,0,[R][W][R][Tr][Ta][Tr][Tr][Tr][Ta][W][Ta][Ta][W][Ta][R][W][Ta][Ta][Tr][Tr][Ta][Ta][R][Ta]
203,4.0,10.0,6.0,4.0,24,random,0.0,2.5,2.0,0.0,4,3,0,2,1,0,0,3,2,0,[Ta][Ta][Ta][W][Ta][W][Tr][W][R][Ta][Tr][Tr][R][Tr][Ta][R][Ta][Ta][R][Tr][W][Ta][Tr][Ta]
204,4.0,10.0,6.0,4.0,24,random,0.0,2.25,2.5,2.0,4,3,0,4,2,2,0,3,3,2,[Ta][Ta][Ta][R][Ta][Ta][R][Ta][Ta][R][W][W][Tr][R][Tr][Tr][Ta][Ta][W][W][Tr][Tr][Tr][Ta]
